"hospital_id","name","role","area","address","latitude","longitude","ipet_status","distance_km","distance_method","travel_minutes","travel_method","overall_score","home_doctor_score","dachshund_score","emergency_score","google_rating","google_review_count","phone","google_maps_url","website_url"
"v2-tsuzuki-w1kxm7","センター南動物病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区茅ケ崎中央２８−８","35.544106","139.5695216","window_settlement","6.7","haversine_straight_line","23","planning_estimate_from_straight_line","60","61","","","4.7","30","045-530-4771","https://www.google.com/maps/place/%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%8D%97%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f632cf57de27:0xb64cd0e135c3877f!8m2!3d35.544106!4d139.5695216!16s%2Fg%2F11dx9345_h!19sChIJJ95XzzL2GGARf4fDNeHQTLY?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tsuzuki-lswnvj","ヒロどうぶつ病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区北山田１丁目１５−４","35.5603994","139.5972222","window_settlement","4.9","haversine_straight_line","18","planning_estimate_from_straight_line","57","60","","","4.1","31","045-595-2678","https://www.google.com/maps/place/%E3%83%92%E3%83%AD%E3%81%A9%E3%81%86%E3%81%B6%E3%81%A4%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f61250df6993:0x21054615b29fc883!8m2!3d35.5603994!4d139.5972222!16s%2Fg%2F1v3ds50h!19sChIJk2nfUBL2GGARg8ifshVGBSE?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tsuzuki-18h1s19","トレフル動物病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区中川１丁目７−１０","35.5623216","139.5697779","window_settlement","4.8","haversine_straight_line","17","planning_estimate_from_straight_line","61","67","","","4.7","29","045-910-1002","https://www.google.com/maps/place/%E3%83%88%E3%83%AC%E3%83%95%E3%83%AB%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f652c0a7f173:0x35808fd0291d4c03!8m2!3d35.5623216!4d139.5697779!16s%2Fg%2F1tf1bszc!19sChIJc_GnwFL2GGARA0wdKdCPgDU?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tsuzuki-b0qlml","はるひ動物病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区サンモール茅ケ崎 1f, ３丁目-６-２７ 茅ケ崎東","35.5411437","139.5800066","window_settlement","6.9","haversine_straight_line","24","planning_estimate_from_straight_line","61","63","","","4.8","39","045-945-2207","https://www.google.com/maps/place/%E3%81%AF%E3%82%8B%E3%81%B2%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f6263e3520cf:0x3c4f4e08fba3a823!8m2!3d35.5411437!4d139.5800066!16s%2Fg%2F11b6d02lst!19sChIJzyA1Pib2GGARI6ij-whOTzw?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tsuzuki-1y09ddc","リアン動物病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区北山田２丁目１−３ GO第二ビル 102","35.5607928","139.5918423","window_settlement","4.7","haversine_straight_line","17","planning_estimate_from_straight_line","54","57","","","3.9","52","045-534-8058","https://www.google.com/maps/place/%E3%83%AA%E3%82%A2%E3%83%B3%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f66b2b2db8fb:0xc77478656f36b43b!8m2!3d35.5607928!4d139.5918423!16s%2Fg%2F1ptz42njf!19sChIJ-7gtK2v2GGARO7Q2b2V4dMc?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tsuzuki-1f3zcn1","ペット医療センター 荏田南総合病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区荏田南３丁目３５−５","35.5424464","139.5530829","window_settlement","7.4","haversine_straight_line","25","planning_estimate_from_straight_line","53","52","","","3.9","95","045-949-3113","https://www.google.com/maps/place/%E3%83%9A%E3%83%83%E3%83%88%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC+%E8%8D%8F%E7%94%B0%E5%8D%97%E7%B7%8F%E5%90%88%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f7c13b227e4b:0x2f7cf04f5a7cd80!8m2!3d35.5424464!4d139.5530829!16s%2Fg%2F1th7myl3!19sChIJS34iO8H3GGARgM2n9QTP9wI?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tsuzuki-mks7ba","さいとう動物病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区北山田４丁目８−２０ タカハシビル A-1","35.5634032","139.5840383","needs_confirmation","4.4","haversine_straight_line","16","planning_estimate_from_straight_line","54","59","","","4.2","13","045-915-5519","https://www.google.com/maps/place/%E3%81%95%E3%81%84%E3%81%A8%E3%81%86%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f643f5600bc1:0xcafdd7c342f88ff8!8m2!3d35.5634032!4d139.5840383!16s%2Fg%2F1td3rjt2!19sChIJwQtg9UP2GGAR-I_4QsPX_co?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tsuzuki-1dfir24","ニュータウン犬猫病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区茅ケ崎中央１０−１ ヴェルドミール","35.5421285","139.5750137","window_settlement","6.9","haversine_straight_line","24","planning_estimate_from_straight_line","60","61","","","4.6","58","045-943-8284","https://www.google.com/maps/place/%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%BF%E3%82%A6%E3%83%B3%E7%8A%AC%E7%8C%AB%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f62eed737439:0xc6339c38e5d55b67!8m2!3d35.5421285!4d139.5750137!16s%2Fg%2F1tcxzwdm!19sChIJOXRz7S72GGARZ1vV5TicM8Y?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tsuzuki-1kecq9v","すずき動物病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区南山田町４０７６−１","35.5528708","139.6005358","needs_confirmation","5.8","haversine_straight_line","20","planning_estimate_from_straight_line","54","59","","","4.2","39","045-593-2333","https://www.google.com/maps/place/%E3%81%99%E3%81%9A%E3%81%8D%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f604dfefeda7:0xdfc366e025708f41!8m2!3d35.5528708!4d139.6005358!16s%2Fg%2F1wfcp5ft!19sChIJp-3v3wT2GGARQY9wJeBmw98?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-tsuzuki-1fku8kb","東山田動物病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区東山田町１７１−１４","35.5542016","139.607148","window_settlement","5.8","haversine_straight_line","20","planning_estimate_from_straight_line","59","63","","","4.5","13","045-590-0606","https://www.google.com/maps/place/%E6%9D%B1%E5%B1%B1%E7%94%B0%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2/data=!4m7!3m6!1s0x6018f6072118a8bf:0x5ce7d407b622e2ea!8m2!3d35.5542016!4d139.607148!16s%2Fg%2F1tf02j07!19sChIJv6gYIQf2GGAR6uIitgfU51w?authuser=0&hl=ja&g_ep=EgoyMDI2MDgxOS4wIJJjKgBIAVAD&rclk=1",""
"v2-miyamae-1aintmt","岩間動物病院","一般診療候補","川崎市宮前区","神奈川県川崎市宮前区有馬7-5-3","35.572304","139.577408","needs_confirmation","3.5","haversine_straight_line","14","planning_estimate_from_straight_line","52","58","","","","","","https://www.google.com/maps/search/?api=1&query=%E5%B2%A9%E9%96%93%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E5%B7%9D%E5%B4%8E%E5%B8%82%E5%AE%AE%E5%89%8D%E5%8C%BA%E6%9C%89%E9%A6%AC7-5-3",""
"v2-tama-xnbx3t","獣医科村上医院","一般診療候補","川崎市多摩区","神奈川県川崎市多摩区長沢1-16-18","35.602261","139.541931","needs_confirmation","3.9","haversine_straight_line","15","planning_estimate_from_straight_line","52","58","","","","","","https://www.google.com/maps/search/?api=1&query=%E7%8D%A3%E5%8C%BB%E7%A7%91%E6%9D%91%E4%B8%8A%E5%8C%BB%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E5%B7%9D%E5%B4%8E%E5%B8%82%E5%A4%9A%E6%91%A9%E5%8C%BA%E9%95%B7%E6%B2%A21-16-18",""
"v2-aoba-vjusq6","青葉動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区市ケ尾町1726-3","35.556541","139.53743","needs_confirmation","6.8","haversine_straight_line","23","planning_estimate_from_straight_line","50","50","","","","","","https://www.google.com/maps/search/?api=1&query=%E9%9D%92%E8%91%89%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E5%B8%82%E3%82%B1%E5%B0%BE%E7%94%BA1726-3",""
"v2-aoba-17a3to0","新井動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区あざみ野南2-4-3","35.561573","139.550537","window_settlement","5.6","haversine_straight_line","20","planning_estimate_from_straight_line","55","58","","","","","","https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E4%BA%95%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E3%81%82%E3%81%96%E3%81%BF%E9%87%8E%E5%8D%972-4-3",""
"v2-aoba-14skdbg","ありす動物眼科クリニック","専門特化Provider","横浜市青葉区","神奈川県横浜市青葉区桂台1-11-20","35.549835","139.507355","window_settlement","9.2","haversine_straight_line","31","planning_estimate_from_straight_line","52","47","","","","","","https://www.google.com/maps/search/?api=1&query=%E3%81%82%E3%82%8A%E3%81%99%E5%8B%95%E7%89%A9%E7%9C%BC%E7%A7%91%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E6%A1%82%E5%8F%B01-11-20",""
"v2-aoba-dmy5xe","ペテモ動物病院 青葉台","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区青葉台2-2-2","35.541965","139.514557","window_settlement","9.4","haversine_straight_line","31","planning_estimate_from_straight_line","52","47","","","","","","https://www.google.com/maps/search/?api=1&query=%E3%83%9A%E3%83%86%E3%83%A2%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E9%9D%92%E8%91%89%E5%8F%B0%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E9%9D%92%E8%91%89%E5%8F%B02-2-2",""
"v2-aoba-4cqsws","美しが丘動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区美しが丘西3-61-8","35.585888","139.535431","window_settlement","4.9","haversine_straight_line","18","planning_estimate_from_straight_line","55","58","","","","","","https://www.google.com/maps/search/?api=1&query=%E7%BE%8E%E3%81%97%E3%81%8C%E4%B8%98%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E7%BE%8E%E3%81%97%E3%81%8C%E4%B8%98%E8%A5%BF3-61-8",""
"v2-aoba-ll5x07","えだ動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区荏田北2-5-25","35.555336","139.544159","needs_confirmation","6.5","haversine_straight_line","23","planning_estimate_from_straight_line","50","50","","","","","","https://www.google.com/maps/search/?api=1&query=%E3%81%88%E3%81%A0%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E8%8D%8F%E7%94%B0%E5%8C%972-5-25",""
"v2-aoba-em3jh9","可愛動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区桜台1-83","35.55043","139.519226","window_settlement","8.4","haversine_straight_line","28","planning_estimate_from_straight_line","53","53","","","","","","https://www.google.com/maps/search/?api=1&query=%E5%8F%AF%E6%84%9B%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E6%A1%9C%E5%8F%B01-83",""
"v2-aoba-1r8ielc","こどもの国動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区奈良1-19-1","35.555252","139.484131","needs_confirmation","10.6","haversine_straight_line","35","planning_estimate_from_straight_line","49","45","","","","","","https://www.google.com/maps/search/?api=1&query=%E3%81%93%E3%81%A9%E3%82%82%E3%81%AE%E5%9B%BD%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E5%A5%88%E8%89%AF1-19-1",""
"v2-aoba-15zg4xy","古山獣医科","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区榎が丘46-11","35.543324","139.506943","needs_confirmation","9.7","haversine_straight_line","32","planning_estimate_from_straight_line","49","45","","","","","","https://www.google.com/maps/search/?api=1&query=%E5%8F%A4%E5%B1%B1%E7%8D%A3%E5%8C%BB%E7%A7%91%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E6%A6%8E%E3%81%8C%E4%B8%9846-11",""
"v2-aoba-6b2tzm","さくら台動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区青葉台2-35-14","35.548042","139.510315","needs_confirmation","9.2","haversine_straight_line","31","planning_estimate_from_straight_line","49","45","","","","","","https://www.google.com/maps/search/?api=1&query=%E3%81%95%E3%81%8F%E3%82%89%E5%8F%B0%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E9%9D%92%E8%91%89%E5%8F%B02-35-14",""
"v2-aoba-l7qban","鈴木憲太動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区若草台22-3","35.554359","139.502213","window_settlement","9.3","haversine_straight_line","31","planning_estimate_from_straight_line","52","47","","","","","","https://www.google.com/maps/search/?api=1&query=%E9%88%B4%E6%9C%A8%E6%86%B2%E5%A4%AA%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E8%8B%A5%E8%8D%89%E5%8F%B022-3",""
"v2-aoba-vvksf4","武井ペットクリニック","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区奈良3-21-2","35.548283","139.482834","needs_confirmation","11.1","haversine_straight_line","36","planning_estimate_from_straight_line","49","45","","","","","","https://www.google.com/maps/search/?api=1&query=%E6%AD%A6%E4%BA%95%E3%83%9A%E3%83%83%E3%83%88%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E5%A5%88%E8%89%AF3-21-2",""
"v2-aoba-wwj53o","田園山田動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区市ケ尾町1168-21","35.553688","139.540573","window_settlement","6.8","haversine_straight_line","23","planning_estimate_from_straight_line","53","53","","","","","","https://www.google.com/maps/search/?api=1&query=%E7%94%B0%E5%9C%92%E5%B1%B1%E7%94%B0%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E5%B8%82%E3%82%B1%E5%B0%BE%E7%94%BA1168-21",""
"v2-aoba-44hzij","ちとせペットクリニック","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区桜台29-6","35.550522","139.51442","needs_confirmation","8.7","haversine_straight_line","29","planning_estimate_from_straight_line","50","50","","","","","","https://www.google.com/maps/search/?api=1&query=%E3%81%A1%E3%81%A8%E3%81%9B%E3%83%9A%E3%83%83%E3%83%88%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E6%A1%9C%E5%8F%B029-6",""
"v2-aoba-10qtrr2","つきの木動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区みたけ台28-1","35.55777","139.519455","window_settlement","7.8","haversine_straight_line","26","planning_estimate_from_straight_line","53","53","","","","","","https://www.google.com/maps/search/?api=1&query=%E3%81%A4%E3%81%8D%E3%81%AE%E6%9C%A8%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E3%81%BF%E3%81%9F%E3%81%91%E5%8F%B028-1",""
"v2-aoba-989ju4","ピュア動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区すみよし台29-4","35.555405","139.49147","window_settlement","10","haversine_straight_line","33","planning_estimate_from_straight_line","52","47","","","","","","https://www.google.com/maps/search/?api=1&query=%E3%83%94%E3%83%A5%E3%82%A2%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E3%81%99%E3%81%BF%E3%82%88%E3%81%97%E5%8F%B029-4",""
"v2-aoba-1bevu0u","フィル動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区つつじが丘1-14","35.54211","139.520279","window_settlement","9","haversine_straight_line","30","planning_estimate_from_straight_line","53","53","","","","","","https://www.google.com/maps/search/?api=1&query=%E3%83%95%E3%82%A3%E3%83%AB%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E3%81%A4%E3%81%A4%E3%81%98%E3%81%8C%E4%B8%981-14",""
"v2-aoba-pm6nlk","フォレスト動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区黒須田33-6","35.568722","139.534286","window_settlement","6","haversine_straight_line","21","planning_estimate_from_straight_line","53","53","","","","","","https://www.google.com/maps/search/?api=1&query=%E3%83%95%E3%82%A9%E3%83%AC%E3%82%B9%E3%83%88%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E9%BB%92%E9%A0%88%E7%94%B033-6",""
"v2-aoba-qj99uk","リコの動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区藤が丘2-3-2","35.543339","139.524857","window_settlement","8.6","haversine_straight_line","29","planning_estimate_from_straight_line","53","53","","","","","","https://www.google.com/maps/search/?api=1&query=%E3%83%AA%E3%82%B3%E3%81%AE%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E8%97%A4%E3%81%8C%E4%B8%982-3-2",""
"v2-aoba-1s4y6l6","レオどうぶつ病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区若草台10-1","35.554829","139.508362","window_settlement","8.8","haversine_straight_line","29","planning_estimate_from_straight_line","53","53","","","","","","https://www.google.com/maps/search/?api=1&query=%E3%83%AC%E3%82%AA%E3%81%A9%E3%81%86%E3%81%B6%E3%81%A4%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E8%8B%A5%E8%8D%89%E5%8F%B010-1",""
"v2-tsuzuki-ydu3kw","おくつ動物病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区荏田南4-27-50","35.551136","139.555374","needs_confirmation","6.4","haversine_straight_line","22","planning_estimate_from_straight_line","50","50","","","","","","https://www.google.com/maps/search/?api=1&query=%E3%81%8A%E3%81%8F%E3%81%A4%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%83%BD%E7%AD%91%E5%8C%BA%E8%8D%8F%E7%94%B0%E5%8D%974-27-50",""
"v2-tsuzuki-v6rqrs","加賀原動物病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区加賀原1-23-23","35.52301","139.556381","window_settlement","9.3","haversine_straight_line","31","planning_estimate_from_straight_line","52","47","","","","","","https://www.google.com/maps/search/?api=1&query=%E5%8A%A0%E8%B3%80%E5%8E%9F%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%83%BD%E7%AD%91%E5%8C%BA%E5%8A%A0%E8%B3%80%E5%8E%9F1-23-23",""
"v2-tsuzuki-1drfv19","まつもと動物病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区牛久保西2-21-10","35.55854","139.574463","window_settlement","5.1","haversine_straight_line","18","planning_estimate_from_straight_line","55","58","","","","","","https://www.google.com/maps/search/?api=1&query=%E3%81%BE%E3%81%A4%E3%82%82%E3%81%A8%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%83%BD%E7%AD%91%E5%8C%BA%E7%89%9B%E4%B9%85%E4%BF%9D%E8%A5%BF2-21-10",""
"v2-tsuzuki-1l59ghe","横浜もみじ動物病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区仲町台5-2-25","35.535217","139.585678","window_settlement","7.6","haversine_straight_line","26","planning_estimate_from_straight_line","53","53","","","","","","https://www.google.com/maps/search/?api=1&query=%E6%A8%AA%E6%B5%9C%E3%82%82%E3%81%BF%E3%81%98%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%83%BD%E7%AD%91%E5%8C%BA%E4%BB%B2%E7%94%BA%E5%8F%B05-2-25",""
"v2-tsuzuki-b9560e","MOMOどうぶつ病院","一般診療候補","横浜市都筑区","神奈川県横浜市都筑区仲町台1-8-9","35.535343","139.591125","window_settlement","7.6","haversine_straight_line","26","planning_estimate_from_straight_line","53","53","","","","","","https://www.google.com/maps/search/?api=1&query=MOMO%E3%81%A9%E3%81%86%E3%81%B6%E3%81%A4%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%83%BD%E7%AD%91%E5%8C%BA%E4%BB%B2%E7%94%BA%E5%8F%B01-8-9",""
"v2-aoba-12nzlk8","あざみ野ペットクリニック","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区あざみ野南2-11-18","35.564358","139.552795","window_settlement","5.2","haversine_straight_line","19","planning_estimate_from_straight_line","55","58","","","","","","https://www.google.com/maps/search/?api=1&query=%E3%81%82%E3%81%96%E3%81%BF%E9%87%8E%E3%83%9A%E3%83%83%E3%83%88%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E3%81%82%E3%81%96%E3%81%BF%E9%87%8E%E5%8D%972-11-18",""
"v2-aoba-d5xtz6","サスケ動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区荏子田2-1-6","35.57872","139.537506","window_settlement","5.1","haversine_straight_line","18","planning_estimate_from_straight_line","55","58","","","","","","https://www.google.com/maps/search/?api=1&query=%E3%82%B5%E3%82%B9%E3%82%B1%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E8%8D%8F%E5%AD%90%E7%94%B02-1-6",""
"v2-aoba-yab4oj","かどのペットクリニック","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区さつきが丘6-11","35.532314","139.517731","window_settlement","10","haversine_straight_line","33","planning_estimate_from_straight_line","52","47","","","","","","https://www.google.com/maps/search/?api=1&query=%E3%81%8B%E3%81%A9%E3%81%AE%E3%83%9A%E3%83%83%E3%83%88%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E3%81%95%E3%81%A4%E3%81%8D%E3%81%8C%E4%B8%986-11",""
"v2-aoba-1reluno","さくらの森動物病院","一般診療候補","横浜市青葉区","神奈川県横浜市青葉区あざみ野1-24-5","35.569115","139.548218","window_settlement","5.1","haversine_straight_line","18","planning_estimate_from_straight_line","55","58","","","","","","https://www.google.com/maps/search/?api=1&query=%E3%81%95%E3%81%8F%E3%82%89%E3%81%AE%E6%A3%AE%E5%8B%95%E7%89%A9%E7%97%85%E9%99%A2%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E9%9D%92%E8%91%89%E5%8C%BA%E3%81%82%E3%81%96%E3%81%BF%E9%87%8E1-24-5",""
